name,is_ref,volume,method,ext_x,ext_y,ext_z,bbox_vol,real_vol_cm3,real_vol_L,size_x_cm,size_y_cm,size_z_cm
box.ply,True,0.012037348981315714,watertight,0.2400060072541237,0.23599499464035034,0.24275100231170654,0.013749469301181138,2744.0,2.744,14.661324199420678,14.416302181133316,14.82900859584671
leg_cut.ply,False,0.0014247996974698894,watertight,0.09433899819850922,0.09047597646713257,0.24400800466537476,0.002082709090474396,324.7933058953352,0.3247933058953352,5.762916741381449,5.526935089750738,14.905795503130458
