name,is_ref,volume,method,ext_x,ext_y,ext_z,bbox_vol,real_vol_cm3,real_vol_L,size_x_cm,size_y_cm,size_z_cm
box.ply,True,0.012207999177147275,watertight,0.3087719976902008,0.31429898738861084,0.2353380024433136,0.022838782689451206,2744.0,2.744,18.773753567517083,19.10980198947361,14.30886769523504
leg_cut.ply,False,0.004757694780660827,watertight,0.3675129972398281,0.3157154321670532,0.37780046463012695,0.043836008361582454,1069.3901833292869,1.069390183329287,22.345285500800724,19.195923740835124,22.9707773817488
