name,is_ref,volume,method,ext_x,ext_y,ext_z,bbox_vol,real_vol_cm3,real_vol_L,size_x_cm,size_y_cm,size_z_cm
box.ply,True,0.011444830056440989,watertight,0.302688792347908,0.31071558594703674,0.2262445092201233,0.021278324479951885,2744.0,2.744,18.804188392046463,19.302843587870836,14.055176410864208
leg_cut.ply,False,0.00455371813182378,watertight,0.3673493191599846,0.310114324092865,0.3690386414527893,0.0420409875119198,1091.7945039028532,1.0917945039028532,22.821148247982347,19.265490896048004,22.926095426245464
